gene,stage,annotation
CG8581,4,"('dorsal ectoderm primordium', 'ubiquitous', 'procephalic ectoderm primordium')"
CG8581,5,"('embryonic optic lobe primordium', 'dorsal epidermis primordium', 'ubiquitous', 'head epidermis primordium P1', 'brain primordium', 'ventral epidermis primordium', 'ventral nerve cord primordium', 'anterior midgut primordium', 'posterior midgut primordium')"
CG8581,6,"('embryonic central nervous system', 'embryonic proventriculus inner layer', 'ventral nerve cord', 'embryonic dorsal epidermis', 'sensory nervous system primordium', 'ubiquitous', 'embryonic head epidermis', 'embryonic brain', 'embryonic ventral epidermis', 'embryonic midgut')"
CG8583,1,"('maternal', 'ubiquitous')"
CG8583,2,"('cellular blastoderm', 'maternal', 'apically cleared')"
CG8583,5,"('ubiquitous',)"
CG8583,6,"('embryonic salivary gland', 'embryonic dorsal epidermis', 'embryonic hindgut', 'ubiquitous', 'embryonic hypopharynx', 'embryonic midgut')"
CG8587,6,"('head epidermis dorsal', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic/larval tracheal system', 'embryonic/larval dorsal trunk', 'embryonic/larval visceral branch', 'embryonic esophagus', 'embryonic head epidermis', 'embryonic epipharynx', 'embryonic hypopharynx', 'atrium')"
CG8588,1,"('maternal', 'ubiquitous')"
CG8588,2,"('pole cell', 'ubiquitous')"
CG8588,3,"('ubiquitous',)"
CG8588,4,"('amnioserosa primordium',)"
CG8588,5,"('amnioserosa', 'dorsal/lateral sensory complexes primordium')"
CG8588,6,"('embryonic hindgut', 'dorsal/lateral sensory complexes', 'embryonic/larval visceral muscle')"
CG8590,1,"('maternal', 'strong ubiquitous')"
CG8590,2,"('ubiquitous',)"
CG8590,3,"('trunk mesoderm primordium P2', 'head mesoderm primordium P4', 'ubiquitous')"
CG8590,4,"('head mesoderm primordium P2', 'trunk mesoderm primordium', 'ubiquitous')"
CG8590,5,"('visceral muscle primordium', 'brain primordium', 'ventral nerve cord primordium', 'ubiquitous')"
CG8590,6,"('embryonic brain', 'ventral nerve cord', 'embryonic/larval visceral muscle')"
CG8591,1,"('maternal',)"
CG8591,4,"('ventral nerve cord primordium P3', 'central brain primordium P3')"
CG8591,5,"('brain primordium', 'ventral nerve cord primordium', 'faint ubiquitous')"
CG8591,6,"('ventral nerve cord', 'embryonic brain')"
CG8593,1,"('maternal',)"
CG8593,5,"('visceral muscle primordium',)"
CG8593,6,"('embryonic/larval visceral muscle', 'longitudinal visceral muscle fibers')"
CG8595,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'ventral ectoderm primordium')"
CG8595,5,"('posterior spiracle specific anlage', 'brain primordium', 'faint ubiquitous', 'head epidermis primordium P1', 'dorsal epidermis primordium', 'ventral epidermis primordium', 'ventral nerve cord primordium')"
CG8595,6,"('embryonic central nervous system', 'ventral nerve cord', 'embryonic/larval posterior spiracle', 'faint ubiquitous', 'embryonic brain')"
CG8596,5,"('ventral epidermis primordium', 'plasmatocytes anlage')"
CG8598,1,"('maternal',)"
CG8598,2,"('ubiquitous', 'faint ubiquitous')"
CG8598,3,"('ubiquitous', 'faint ubiquitous')"
CG8598,4,"('ubiquitous', 'faint ubiquitous')"
CG8598,5,"('anterior midgut primordium', 'posterior midgut primordium', 'faint ubiquitous')"
CG8598,6,"('embryonic midgut',)"
CG8599,1,"('maternal',)"
CG8599,2,"('cellular blastoderm', 'strong ubiquitous')"
CG8599,3,"('procephalic ectoderm anlage', 'ventral nerve cord anlage', 'strong ubiquitous')"
CG8599,5,"('brain primordium', 'ubiquitous', 'ventral nerve cord primordium', 'anterior midgut primordium', 'posterior midgut primordium')"
CG8599,6,"('ventral nerve cord', 'embryonic brain', 'embryonic midgut', 'faint ubiquitous')"
CG8600,1,"('maternal',)"
CG8600,2,"('cellular blastoderm', 'ubiquitous')"
CG8600,3,"('faint ubiquitous',)"
CG8600,4,"('faint ubiquitous',)"
CG8600,5,"('foregut primordium', 'tracheal primordium', 'hindgut proper primordium', 'dorsal epidermis primordium')"
CG8600,6,"('embryonic optic lobe', 'embryonic epipharynx', 'embryonic hypopharynx', 'embryonic esophagus', 'embryonic salivary gland', 'embryonic dorsal epidermis', 'embryonic/larval tracheal system', 'embryonic/larval visceral branch', 'embryonic large intestine', 'embryonic head epidermis', 'embryonic hindgut', 'atrium')"
CG8602,1,"('maternal',)"
CG8602,2,"('cellular blastoderm', 'apically cleared', 'ubiquitous')"
CG8602,3,"('faint ubiquitous', 'ubiquitous')"
CG8602,4,"('ubiquitous', 'faint ubiquitous')"
CG8602,5,"('plasmatocytes anlage', 'yolk nuclei')"
CG8602,6,"('amnioserosa', 'plasmatocytes', 'yolk nuclei')"
CG8603,2,"('subset', 'anlage in statu nascendi', 'visual anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi', 'procephalic ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi', 'clypeolabrum anlage in statu nascendi', 'mesoderm anlage in statu nascendi')"
CG8603,3,"('ventral ectoderm primordium P2', 'visual anlage', 'foregut anlage', 'hindgut anlage', 'procephalic ectoderm anlage', 'dorsal ectoderm primordium', 'clypeolabrum anlage', 'hypopharynx anlage')"
CG8603,4,"('mesectoderm primordium', 'dorsal ectoderm primordium', 'procephalic ectoderm primordium', 'foregut primordium', 'ventral ectoderm primordium', 'inclusive hindgut primordium', 'clypeolabrum primordium P2', 'hypopharynx primordium P2', 'gnathal lobes anlage', 'dorsal epidermis anlage')"
CG8603,5,"('Malpighian tubule primordium', 'hindgut proper primordium', 'brain primordium', 'midline primordium', 'amnioserosa', 'foregut primordium', 'anterior midgut primordium', 'ventral epidermis primordium', 'tracheal primordium', 'posterior midgut primordium', 'procephalon primordium', 'epipharynx primordium P1', 'atrium primordium')"
CG8603,6,"('embryonic optic lobe', 'embryonic epipharynx', 'embryonic hypopharynx', 'embryonic Malpighian tubule', 'embryonic head epidermis', 'embryonic foregut', 'atrium', 'embryonic ventral epidermis', 'embryonic midgut', 'embryonic hindgut', 'apoptotic amnioserosa')"
CG8604,1,"('maternal',)"
CG8604,5,"('foregut primordium', 'garland cell primordium')"
CG8604,6,"('embryonic foregut', 'embryonic epipharynx', 'embryonic hypopharynx', 'embryonic esophagus', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic hindgut', 'embryonic/larval garland cell', 'embryonic dorsal apodeme', 'embryonic ventral apodeme', 'embryonic anal pad')"
CG8605,1,"('maternal', 'strong ubiquitous')"
CG8605,2,"('rapidly degraded', 'faint ubiquitous')"
CG8605,3,"('faint ubiquitous',)"
CG8605,4,"('salivary gland anlage', 'ubiquitous')"
CG8605,5,"('proventriculus primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'salivary gland primordium', 'ubiquitous')"
CG8605,6,"('embryonic proventriculus', 'embryonic salivary gland', 'embryonic hindgut', 'faint ubiquitous')"
CG8606,1,"('maternal',)"
CG8606,2,"('cellular blastoderm', 'maternal')"
CG8606,3,"('procephalic ectoderm anlage', 'ubiquitous')"
CG8606,4,"('ventral nerve cord primordium P3', 'ubiquitous', 'procephalic ectoderm primordium')"
CG8606,5,"('brain primordium', 'ventral nerve cord primordium', 'embryonic central brain glia', 'embryonic central brain surface glia', 'procephalic neuroblasts', 'lateral cord glia', 'lateral cord surface glia', 'lateral cord neuron', 'neuroblasts of ventral nervous system', 'ubiquitous')"
CG8606,6,"('embryonic central nervous system', 'embryonic central brain surface glia', 'lateral cord surface glia', 'lateral cord neuron', 'ventral nerve cord', 'embryonic brain')"
CG8609,1,"('maternal', 'ubiquitous')"
CG8609,2,"('ubiquitous',)"
CG8609,3,"('ventral nerve cord anlage', 'faint ubiquitous')"
CG8609,4,"('ventral nerve cord primordium P3', 'faint ubiquitous')"
CG8609,5,"('brain primordium', 'ventral nerve cord primordium', 'faint ubiquitous')"
CG8609,6,"('embryonic brain', 'faint ubiquitous')"
CG8611,1,"('maternal', 'ubiquitous')"
CG8611,2,"('ubiquitous',)"
CG8611,3,"('faint ubiquitous', 'ubiquitous')"
CG8611,4,"('ubiquitous', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'faint ubiquitous')"
CG8611,5,"('visceral muscle primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'trunk mesoderm primordium', 'head mesoderm primordium', 'faint ubiquitous')"
CG8611,6,"('embryonic midgut', 'dorsal prothoracic pharyngeal muscle', 'faint ubiquitous', 'embryonic/larval visceral muscle')"
CG8624,1,"('maternal', 'ubiquitous')"
CG8624,2,"('faint ubiquitous',)"
CG8624,3,"('faint ubiquitous',)"
CG8624,4,"('ubiquitous',)"
CG8624,5,"('ventral nerve cord primordium', 'strong ubiquitous')"
CG8624,6,"('embryonic brain', 'ventral nerve cord', 'strong ubiquitous', 'lateral cord neuron')"
CG8625,1,"('maternal', 'ubiquitous')"
CG8625,2,"('ubiquitous',)"
CG8625,3,"('ubiquitous',)"
CG8625,4,"('procephalic ectoderm primordium', 'visual primordium', 'ventral nerve cord primordium P3', 'ubiquitous')"
CG8625,5,"('brain primordium', 'ubiquitous', 'ventral nerve cord primordium', 'anterior midgut primordium', 'posterior midgut primordium')"
CG8625,6,"('embryonic central nervous system', 'embryonic brain', 'embryonic central brain neuron', 'embryonic central brain glia', 'ventral nerve cord', 'lateral cord neuron', 'lateral cord glia', 'gonad', 'embryonic midgut')"
CG8627,5,"('yolk nuclei',)"
CG8627,6,"('embryonic midgut', 'embryonic midgut chamber', 'embryonic/larval fat body', 'yolk nuclei')"
CG8629,6,"('embryonic gastric caecum',)"
CG8630,6,"('embryonic proventriculus', 'embryonic salivary gland duct', 'embryonic salivary gland common duct', 'ring gland')"
CG8632,1,"('maternal',)"
CG8632,2,"('cellular blastoderm', 'ubiquitous', 'pole plasm', 'apically cleared')"
CG8632,3,"('pole cell',)"
CG8632,4,"('germ cell',)"
CG8632,5,"('germ cell',)"
CG8632,6,"('gonad', 'embryonic midgut')"
CG8634,6,"('embryonic antennal sense organ', 'embryonic maxillary sensory complex', 'embryonic ventral epidermis', 'embryonic dorsal epidermis')"
CG8635,1,"('maternal',)"
CG8635,2,"('cellular blastoderm', 'maternal')"
CG8635,4,"('anterior endoderm primordium', 'anterior endoderm anterior anlage')"
CG8635,5,"('anterior midgut primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'muscle system primordium', 'ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium')"
CG8635,6,"('embryonic midgut', 'embryonic gastric caecum', 'embryonic midgut chamber', 'embryonic hindgut', 'embryonic Malpighian tubule', 'embryonic main segment of Malpighian tubule', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle')"
CG8636,1,"('maternal',)"
CG8636,2,"('cellular blastoderm', 'ubiquitous')"
CG8636,3,"('anterior endoderm anlage', 'posterior endoderm primordium P2', 'hindgut anlage', 'trunk mesoderm primordium P2', 'head mesoderm primordium P4', 'ubiquitous')"
CG8636,4,"('foregut primordium', 'anterior endoderm primordium', 'posterior endoderm primordium', 'inclusive hindgut primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'ubiquitous')"
CG8636,5,"('anterior midgut primordium', 'posterior midgut primordium', 'foregut primordium', 'hindgut proper primordium', 'muscle system primordium', 'ubiquitous', 'trunk mesoderm primordium')"
CG8636,6,"('embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'ubiquitous')"
CG8638,6,"('embryonic head epidermis', 'embryonic ventral epidermis', 'embryonic dorsal epidermis')"
CG8640,6,"('embryonic ventral epidermis', 'embryonic dorsal epidermis')"
CG8646,6,"('ring gland',)"
CG8651,1,"('maternal',)"
CG8651,2,"('cellular blastoderm', 'gap', 'ventral ectoderm anlage in statu nascendi', 'trunk mesoderm anlage in statu nascendi', 'subset')"
CG8651,3,"('trunk mesoderm primordium P2', 'ventral ectoderm primordium P2')"
CG8651,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'trunk mesoderm primordium', 'ventral ectoderm primordium')"
CG8651,5,"('ventral epidermis primordium', 'brain primordium', 'ventral nerve cord primordium')"
CG8651,6,"('embryonic central nervous system', 'embryonic brain', 'embryonic midgut interstitial cell', 'ventral nerve cord')"
CG8654,2,"('subset', 'anlage in statu nascendi', 'procephalic ectoderm anlage in statu nascendi', 'foregut anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi', 'amnioserosa anlage in statu nascendi', 'endoderm anlage in statu nascendi', 'hindgut anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage', 'ventral ectoderm anlage')"
CG8654,3,"('procephalic ectoderm anlage', 'hindgut anlage', 'posterior endoderm primordium P2')"
CG8654,4,"('ventral ectoderm primordium', 'ventral nerve cord primordium P3', 'central brain primordium P3')"
CG8654,5,"('stomatogastric nervous system primordium', 'posterior spiracle specific anlage', 'brain primordium', 'ventral nerve cord primordium')"
CG8654,6,"('embryonic anal pad', 'lateral cord neuron', 'embryonic/larval posterior spiracle', 'embryonic/larval anterior spiracle')"
CG8660,1,"('maternal', 'ubiquitous')"
CG8660,5,"('faint ubiquitous',)"
CG8660,6,"('faint ubiquitous',)"
CG8663,6,"('embryonic central nervous system', 'embryonic brain', 'embryonic central brain neuron', 'embryonic central brain glia', 'sensory system head', 'ventral nerve cord', 'lateral cord neuron', 'sensory nervous system primordium')"
CG8665,6,"('amnioserosa', 'embryonic midgut', 'crystal cell', 'embryonic/larval fat body', 'yolk nuclei')"
CG8667,1,"('maternal',)"
CG8667,2,"('ubiquitous',)"
CG8667,3,"('faint ubiquitous',)"
CG8667,4,"('faint ubiquitous',)"
CG8667,5,"('faint ubiquitous',)"
CG8667,6,"('embryonic brain', 'ventral nerve cord')"
CG8668,1,"('maternal',)"
CG8668,2,"('subset', 'dorsal ectoderm anlage', 'ventral ectoderm anlage', 'pole cell')"
CG8668,3,"('ventral ectoderm primordium P2', 'dorsal ectoderm primordium', 'pole cell')"
CG8668,4,"('ventral ectoderm primordium',)"
CG8668,5,"('yolk nuclei',)"
CG8668,6,"('embryonic epipharynx',)"
CG8669,1,"('maternal',)"
CG8669,2,"('ubiquitous',)"
CG8669,3,"('ubiquitous',)"
CG8669,4,"('strong ubiquitous',)"
CG8669,5,"('strong ubiquitous',)"
CG8669,6,"('strong ubiquitous',)"
CG8671,1,"('strong ubiquitous', 'maternal')"
CG8671,2,"('maternal', 'ubiquitous')"
CG8671,3,"('ubiquitous',)"
CG8671,4,"('ubiquitous',)"
CG8671,5,"('ubiquitous', 'faint ubiquitous')"
CG8671,6,"('faint ubiquitous', 'ubiquitous')"
CG8676,1,"('maternal',)"
CG8676,5,"('foregut primordium', 'hindgut proper primordium', 'dorsal epidermis primordium', 'ventral epidermis primordium')"
CG8676,6,"('embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic hindgut', 'embryonic foregut', 'embryonic epipharynx', 'embryonic hypopharynx')"
CG8695,6,"('embryonic midgut chamber', 'embryonic midgut')"
CG8704,1,"('flag_for_volker', 'flag_for_volker')"
CG8704,2,"('subset', 'cellular blastoderm', 'ventral ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi', 'pair rule', 'mesectoderm anlage in statu nascendi', 'trunk mesoderm anlage in statu nascendi', 'cellular blastoderm', 'subset', 'ventral ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi', 'pair rule', 'mesectoderm anlage in statu nascendi', 'trunk mesoderm anlage in statu nascendi')"
CG8704,3,"('ventral ectoderm primordium P2', 'posterior endoderm primordium P2', 'hindgut anlage', 'dorsal ectoderm primordium', 'ventral nerve cord anlage', 'mesectoderm primordium', 'trunk mesoderm primordium P2', 'dorsal ectoderm primordium', 'ventral ectoderm primordium P2', 'hindgut anlage', 'ventral nerve cord anlage', 'mesectoderm primordium', 'trunk mesoderm primordium P2')"
CG8704,4,"('dorsal ectoderm primordium', 'ventral nerve cord primordium P3', 'ventral ectoderm primordium', 'inclusive hindgut primordium', 'central brain primordium P3', 'posterior endoderm primordium', 'inclusive hindgut primordium', 'dorsal ectoderm primordium', 'ventral nerve cord primordium P3', 'ventral ectoderm primordium', 'central brain primordium P3')"
CG8704,5,"('embryonic central brain glia', 'lateral cord glia', 'lateral cord neuron', 'neuroblasts of ventral nervous system', 'posterior midgut primordium', 'germ cell', 'head epidermis primordium P1', 'brain primordium', 'dorsal epidermis primordium', 'ventral epidermis primordium', 'ventral nerve cord primordium', 'neuroblasts of ventral nervous system', 'head epidermis primordium P1', 'brain primordium', 'dorsal epidermis primordium', 'ventral epidermis primordium', 'ventral nerve cord primordium', 'posterior midgut primordium')"
CG8704,6,"('sensory nervous system primordium', 'ventral nerve cord', 'sensory system head', 'embryonic central nervous system', 'embryonic brain', 'embryonic central nervous system', 'embryonic central brain glia', 'embryonic central brain neuron', 'sensory system head', 'ventral nerve cord', 'lateral cord glia', 'lateral cord neuron', 'sensory nervous system primordium', 'embryonic brain')"
CG8707,1,"('maternal',)"
CG8707,4,"('faint ubiquitous',)"
CG8707,5,"('faint ubiquitous', 'salivary gland primordium')"
CG8707,6,"('embryonic salivary gland', 'faint ubiquitous', 'embryonic foregut', 'embryonic hindgut', 'embryonic midgut')"
CG8708,6,"('embryonic salivary gland', 'embryonic salivary gland body')"
CG8709,1,"('maternal',)"
CG8709,5,"('lateral cord neuron', 'lateral cord glia', 'neuroblasts of ventral nervous system', 'ventral midline glia', 'anterior midgut primordium', 'posterior midgut primordium', 'brain primordium', 'ventral nerve cord primordium')"
